master_project_code,fiscal_year,quarter,team_size_fte,manager_fte
MSENTHST,2026,3,15.09,0.0
MSENTHSZ,2025,3,89.55,1.91
MSENTHSZ,2025,4,139.11,3.91
MSENTHSZ,2026,1,107.42,0.04
MSENTHSZ,2026,2,63.83,0.0
MSENTHSZ,2026,3,27.0,0.0
MSENTHSZ,2026,4,0.22,0.0
MSENTISZ,2025,3,3.13,0.0
MSENTISZ,2025,4,5.76,0.0
MSENTISZ,2026,1,4.0,0.0
MSENTISZ,2026,2,4.0,0.0
MSENTISZ,2026,3,4.0,0.0
MSENTISZ,2026,4,0.27,0.0
MSENTMSZ,2025,3,16.22,0.0
MSENTMSZ,2025,4,16.0,0.0
MSENTMSZ,2026,1,13.05,0.0
MSENTMSZ,2026,2,11.09,0.0
MSENTMSZ,2026,3,4.7,0.0
MSENTNST,2025,4,10.8,0.0
MSENTNST,2026,1,13.0,0.0
MSENTNST,2026,2,13.0,0.0
MSENTNST,2026,3,11.03,0.0
MSENTNST,2026,4,1.16,0.0
MSENTPSZ,2025,3,42.78,1.91
MSENTPSZ,2025,4,55.32,4.0
MSENTPSZ,2026,1,46.87,4.0
MSENTPSZ,2026,2,37.57,4.0
MSENTPSZ,2026,3,24.89,2.09
MSENTPSZ,2026,4,1.38,0.0
MSEPCCOI,2024,2,2.11,0.09
MSEPCCOI,2024,3,5.69,0.18
MSEPICDS,2022,1,512.27,37.47
MSEPICDS,2022,2,676.1,34.05
MSEPICDS,2022,3,928.64,56.99
MSEPICDS,2022,4,1063.69,71.97
MSEPICDS,2023,1,1344.85,86.92
MSEPICDS,2023,2,1304.47,69.45
MSEPICDS,2023,3,1414.37,63.58
MSEPICDS,2023,4,1463.07,71.03
MSEPICDS,2024,1,1185.82,70.16
MSEPICDS,2024,2,0.13,0.0
MSEQSHST,2022,2,105.41,7.69
MSEQSHST,2022,3,102.32,4.46
MSEQSHST,2022,4,109.07,8.38
MSEQSHST,2023,1,112.68,10.34
MSEQSHST,2023,2,121.66,4.0
MSEQSHST,2023,3,127.98,1.52
MSEQSHST,2023,4,146.81,4.0
MSEQSHST,2024,1,186.74,8.96
MSEQSSSA,2022,4,5.24,0.0
MSESCAH3,2022,1,44.74,1.2
MSESCAM2,2022,1,7.0,0.0
MSESCASP,2022,1,15.0,0.0
MSESI301,2022,2,5.52,0.0
MSESI301,2022,3,30.66,0.0
MSESI301,2022,4,34.27,0.0
MSESI301,2023,1,32.0,0.0
MSESI301,2023,2,57.35,0.0
MSESN401,2022,1,4.0,0.0
MSESNHS1,2025,3,15.52,3.52
MSESNHS1,2025,4,13.38,5.38
MSESNHS1,2026,1,12.97,6.68
MSESNHS1,2026,2,6.0,2.0
MSESNHS1,2026,3,4.0,0.0
MSESNHS1,2026,4,4.0,0.0
MSESSSTP,2022,1,117.97,8.68
MSESUPST,2024,2,227.61,15.46
MSESUPST,2024,3,156.58,14.74
MSESUPST,2024,4,164.05,15.57
MSESUPST,2025,1,153.07,16.0
MSESZSA4,2022,1,6.02,0.0
MSETLSTP,2023,4,76.42,4.59
MSETLSTP,2024,1,254.04,10.52
MSETLSTP,2024,2,134.64,13.48
MSETLSTP,2024,3,87.95,3.0
MSETLSTP,2024,4,66.21,3.75
MSEVRSTP,2022,2,84.82,9.35
MSEVRSTP,2022,3,103.03,11.52
MSEVRSTP,2022,4,95.28,8.0
MSEVRSTP,2023,1,104.84,8.0
MSFASTH3,2024,2,19.87,0.0
MSFASTH3,2024,3,30.67,0.0
MSFASTH3,2024,4,32.62,0.0
MSFASTH3,2025,1,30.42,0.0
MSFASTH3,2025,2,28.0,0.0
MSFASTH3,2025,3,27.22,0.0
MSFASTH3,2025,4,27.78,0.0
MSFASTH3,2026,1,17.93,0.0
MSFASTID,2025,2,9.35,0.0
MSFDEODS,2024,2,682.29,43.59
MSFDEODS,2024,3,622.4,42.63
MSFDEODS,2024,4,642.26,38.07
MSFDEODS,2025,1,724.11,47.81
MSFDEODS,2025,2,730.88,30.03
MSFDEODS,2025,3,658.73,33.89
MSFDEODS,2025,4,636.75,28.38
MSFDEODS,2026,1,375.77,21.89
MSFDEODS,2026,2,13.77,4.0
MSFDEODS,2026,3,1.0,1.0
MSFED101,2022,3,5.65,0.0
MSFED101,2022,4,28.84,0.0
MSFED101,2023,1,33.32,0.0
MSFGHYST,2025,2,32.48,4.0
MSFGHYST,2025,3,32.0,4.0
MSFGHYST,2025,4,32.0,4.0
MSFGHYST,2026,1,28.0,4.0
MSFGHYST,2026,2,26.0,2.0
MSFHUBH3,2025,2,1.3,0.0
MSFHUBH3,2025,3,9.35,0.0
MSFHUBH3,2025,4,14.4,0.0
MSFHUBH3,2026,1,13.63,0.0
MSFIADTP,2022,1,219.55,29.68
MSFININD,2023,2,13.74,0.0
MSFININD,2023,3,44.22,0.0
MSFININD,2023,4,67.16,0.0
MSFININD,2024,1,44.48,0.0
MSFINTAX,2023,2,15.7,0.0
MSFINTAX,2023,3,16.0,0.0
MSFINTAX,2023,4,12.09,0.0
MSFINTAX,2024,1,20.0,0.0
MSFINTAX,2024,2,17.39,0.0
MSFINTAX,2024,3,16.0,0.0
MSFINTAX,2024,4,17.89,0.0
MSFINTAX,2025,1,18.77,0.0
MSFMESH1,2025,3,4.62,0.0
MSFMV401,2022,1,18.37,0.0
MSFNO302,2023,2,166.11,0.0
MSFNO302,2023,3,174.78,0.0
MSFNO302,2023,4,173.54,0.0
MSFNO302,2024,1,193.44,0.0
MSFNO302,2024,2,55.37,0.0
MSFNOH31,2025,1,20.57,1.32
MSFNOHU2,2022,1,14.99,0.0
MSFNOHU2,2022,2,12.65,0.0
MSFNOHU2,2022,3,10.09,0.0
MSFNOHU2,2022,4,8.0,0.0
MSFNOHU2,2023,1,6.68,0.0
MSFNOHU3,2022,1,69.75,0.0
MSFNOHU3,2022,2,43.18,0.0
MSFNOHU3,2022,3,37.64,0.0
MSFNOHU3,2022,4,27.94,0.0
MSFNOHU3,2023,1,28.32,0.0
MSFNOMU1,2022,1,9.49,0.0
MSFNOMU1,2022,2,14.7,0.0
MSFNOMU1,2022,3,14.88,0.0
MSFNOMU1,2022,4,12.0,0.0
MSFNOMU1,2023,1,15.02,0.0
MSFNOPU1,2022,1,16.0,0.0
MSFNOPU1,2022,2,10.65,0.0
MSFNOPU1,2022,3,13.91,0.0
MSFNOPU1,2022,4,11.78,0.0
MSFNOPU1,2023,1,16.0,0.0
MSFNOSTP,2022,1,33.98,0.0
MSFNOSTP,2022,2,4.0,0.0
MSFNOSTP,2022,3,4.0,0.0
MSFNOSTP,2022,4,2.36,0.0
MSFNOSTP,2023,1,20.07,0.0
MSFNOTV2,2022,1,18.94,0.0
MSFNOTV2,2022,2,49.02,0.0
MSFNOTV2,2022,3,110.85,0.0
MSFNOTV2,2022,4,124.56,0.0
MSFNOTV2,2023,1,122.05,0.0
MSFPDSTP,2024,4,9.85,0.0
MSFPDSTP,2025,1,8.04,0.0
MSFPSHST,2025,2,142.75,6.7
MSFPSHST,2025,3,131.88,4.0
MSFPSHST,2025,4,127.47,4.0
MSFPSHST,2026,1,114.64,4.0
MSFPSHST,2026,2,89.48,4.0
MSFPSHST,2026,3,83.26,3.96
MSFPTH31,2025,1,5.89,0.0
MSFPTH31,2025,2,24.0,0.0
MSFPTH31,2025,3,1.35,0.0
MSFRA701,2022,2,5.39,0.0
MSFSADST,2025,3,27.58,0.0
MSFSADST,2025,4,55.98,0.0
MSFSADST,2026,1,29.1,0.0
MSFSADTP,2024,2,30.27,0.63
MSFSADTP,2024,3,46.0,0.0
MSFSADTP,2024,4,41.54,0.0
MSFSADTP,2025,1,42.0,0.0
MSFSADTP,2025,2,75.08,0.0
MSFSADTP,2025,3,96.88,2.61
MSFSADTP,2025,4,64.92,4.84
MSFSADTP,2026,1,55.93,4.0
MSFSTRST,2022,1,163.03,0.0
MSFSTRST,2022,2,122.65,0.0
MSFSTRST,2022,3,60.35,0.0
MSFSTRST,2022,4,38.84,0.0
MSFSTRST,2023,1,35.87,0.0
MSFSTRST,2023,2,25.57,0.0
MSFSTRST,2023,3,17.39,0.0
MSFSTRST,2023,4,9.51,0.0
MSFSTRST,2024,1,8.0,0.0
MSFSTRST,2024,2,8.0,0.0
MSFSTRST,2024,3,5.43,0.0
MSFSTRST,2024,4,5.96,0.0
MSFSTRST,2025,1,17.16,0.0
MSFSTRST,2025,2,14.0,0.0
MSFSTRST,2025,3,8.17,0.0
MSFSTRST,2025,4,6.0,0.0
MSFSTRST,2026,1,6.0,0.0
MSFTDCKL,2025,1,14.51,0.33
MSFTDCKL,2025,2,13.74,0.34
MSFTEVKL,2025,2,23.87,0.66
MSFTEVKL,2025,3,42.43,1.0
MSFTEVKL,2025,4,33.73,0.66
MSFTFDPZ,2025,4,6.54,0.0
MSFTFDPZ,2026,1,4.62,0.0
MSFTTRIG,2022,1,20.68,2.97
MSFTTRIG,2022,2,66.39,9.0
MSFTTRIG,2022,3,61.78,9.0
MSFTTRIG,2022,4,63.22,8.31
MSFTTRIG,2023,1,61.55,7.0
MSFTTRIG,2023,2,62.97,7.0
MSFTTRIG,2023,3,63.54,7.0
MSFTTRIG,2023,4,61.96,7.0
MSFTTRIG,2024,1,60.99,7.0
MSGAASST,2022,4,11.37,0.69
MSGAASST,2023,1,44.08,4.34
MSGAASST,2023,2,70.68,6.35
MSGAASST,2023,3,61.72,8.87
MSGAASST,2023,4,37.91,4.31
MSGAASST,2024,1,41.89,5.0
MSGCPMT,2022,4,29.68,0.48
MSGCPMT,2023,1,28.03,0.0
MSGCSSTH,2024,2,1.13,0.0
MSGCSSTH,2024,3,7.78,0.0
MSGCSSTH,2024,4,5.08,0.0
MSGCSSTH,2025,1,12.76,0.0
MSGCSSTH,2025,2,14.65,0.0
MSGCSSTH,2025,3,3.71,0.0
MSGDBCSZ,2025,1,29.99,2.68
MSGDBCSZ,2025,2,26.22,0.0
MSGDBCSZ,2025,3,44.27,0.0
MSGDBCSZ,2025,4,45.93,0.0
MSGDBCSZ,2026,1,34.41,0.0
MSGDBDSC,2022,1,4.0,0.0
MSGDBDST,2022,1,7.56,4.0
MSGDCDCN,2022,1,4.0,0.0
MSGDIVSH,2022,2,23.13,4.0
MSGDIVSH,2022,3,20.22,2.87
MSGDIVSH,2022,4,13.42,0.0
MSGDIVSH,2023,1,12.0,0.0
MSGDSCM2,2022,1,4.0,0.0
MSGDSCM3,2022,2,1.35,0.0
MSGDSCM4,2022,2,2.65,0.0
MSGDSTBD,2023,2,8.0,0.0
MSGDSTBD,2023,3,4.43,0.0
MSGDSTRN,2023,2,1.09,0.0
MSGDTASM,2022,1,3.43,0.0
MSGDUS2D,2022,1,158.84,5.54
MSGDUS3D,2022,1,44.3,1.31
MSGDUS3D,2022,2,182.38,9.01
MSGDUS3D,2022,3,169.09,7.0
MSGDUS3D,2022,4,175.0,6.6
MSGDUS3D,2023,1,27.46,1.32
MSGDV1SD,2022,2,97.0,1.3
MSGDV1SD,2022,3,103.59,4.0
MSGDV1SD,2022,4,95.84,4.0
MSGDV1SD,2023,1,78.47,4.0
MSGDVRST,2022,2,10.78,0.0
MSGDVRST,2022,3,6.65,0.0
MSGDVRST,2022,4,4.0,0.0
MSGDVRST,2023,1,4.04,0.0
MSGDVRTU,2022,1,10.51,0.0
MSGDVS2D,2023,2,41.7,2.47
MSGDXFIG,2025,2,68.04,0.0
MSGDXFIG,2025,3,84.91,1.91
MSGDXFIG,2025,4,138.51,4.0
MSGDXFIG,2026,1,108.63,4.0
MSGDXFIG,2026,2,55.0,4.0
MSGDXFIG,2026,3,54.75,4.0
MSGIAPH3,2025,1,52.79,1.32
MSGIAPH3,2025,2,39.92,4.0
MSGIAPH3,2025,3,39.92,4.0
MSGIAPH3,2025,4,12.76,1.42
MSGIGAH1,2025,2,40.88,3.0
MSGIGAH1,2025,3,75.22,3.0
MSGIGAH1,2025,4,85.28,2.77
MSGIGAH1,2026,1,51.11,2.93
MSGIGAH1,2026,2,23.0,0.0
MSGIGAH1,2026,3,17.53,0.0
MSGITCIS,2025,2,56.61,0.85
MSGITCIS,2025,3,85.91,1.0
MSGITCIS,2025,4,78.77,1.0
MSGITCIS,2026,1,72.27,0.0
MSGITCSZ,2024,3,48.15,2.65
MSGITCSZ,2024,4,80.9,6.87
MSGITCSZ,2025,1,130.71,4.84
MSGITCSZ,2025,2,136.43,4.57
MSGITCSZ,2025,3,129.84,4.0
MSGITCSZ,2025,4,136.76,4.87
MSGITCSZ,2026,1,124.24,6.0
MSGITCSZ,2026,2,94.09,3.99
MSGITCSZ,2026,3,60.7,2.0
MSGIVSSM,2022,1,3.91,0.0
MSGLTRH3,2025,1,15.82,0.0
MSGLTRH3,2025,2,12.0,0.0
MSGLTRH3,2025,3,10.65,0.0
MSGLTRH3,2025,4,4.27,0.0
MSGMGDXL,2024,2,103.47,8.3
MSGMGDXL,2024,3,105.37,12.63
MSGMGDXL,2024,4,116.53,12.65
MSGMGDXL,2025,1,133.32,12.99
MSGMGDXL,2025,2,69.17,9.0
MSGMGDXL,2025,3,66.98,8.54
MSGMGDXL,2025,4,64.82,8.31
MSGMGDXL,2026,1,47.68,9.0
MSGMX360,2024,2,123.45,9.7
MSGMX360,2024,3,116.29,7.0
MSGMX360,2024,4,116.01,7.0
MSGMX360,2025,1,107.0,7.0
MSGMX360,2025,2,114.48,9.0
MSGMX360,2025,3,117.89,8.54
MSGMX360,2025,4,116.43,9.0
MSGMX360,2026,1,114.27,9.0
MSGMX360,2026,2,65.36,4.29
MSGMX360,2026,3,57.96,4.0
MSGMX360,2026,4,8.0,0.0
MSGMXBLS,2022,2,160.0,7.87
MSGMXBLS,2022,3,160.01,8.2
MSGMXBLS,2022,4,218.13,7.11
MSGMXBLS,2023,1,398.71,10.0
MSGMXBLS,2023,2,428.48,11.1
MSGMXBLS,2023,3,345.01,11.05
MSGMXBLS,2023,4,317.36,12.4
MSGMXBLS,2024,1,301.61,12.81
MSGMXBOX,2022,1,159.55,11.99
MSGMXBOX,2022,2,158.0,11.0
MSGMXBOX,2022,3,161.13,10.91
MSGMXBOX,2022,4,147.64,12.38
MSGMXBOX,2023,1,155.66,11.0
MSGMXBST,2024,4,67.44,0.0
MSGMXBST,2025,1,86.0,0.0
MSGMXBST,2025,2,82.0,0.0
MSGMXBST,2025,3,78.32,0.0
MSGMXBST,2025,4,79.13,0.0
MSGMXBST,2026,1,65.68,0.0
MSGMXBST,2026,2,34.61,0.0
MSGMXBST,2026,3,27.96,0.0
MSGMXBST,2026,4,8.0,0.0
MSGMXLIV,2024,2,230.48,7.87
MSGMXLIV,2024,3,213.29,8.01
MSGMXLIV,2024,4,176.12,10.0
MSGMXLIV,2025,1,172.88,12.0
MSGMXLIV,2025,2,158.26,10.0
MSGMXLIV,2025,3,167.39,10.0
MSGMXLIV,2025,4,169.69,10.0
MSGMXLIV,2026,1,143.03,6.0
MSGMXLIV,2026,2,84.39,3.0
MSGMXLIV,2026,3,75.0,3.0
MSGMXLIV,2026,4,42.53,0.0
MSGPCHYD,2024,2,40.12,4.45
MSGPCHYD,2024,3,49.38,7.15
MSGPCHYD,2024,4,44.62,4.71
MSGPCHYD,2025,1,47.4,0.25
MSGPDHST,2025,3,17.0,0.0
MSGPDHST,2025,4,17.49,0.0
MSGPDHST,2026,1,10.6,0.0
MSGPDHYD,2023,3,38.97,1.99
MSGPDHYD,2023,4,50.61,3.0
MSGPDHYD,2024,1,64.76,3.0
MSGPSCRP,2024,3,24.48,0.0
MSGPSCRP,2024,4,43.12,0.0
MSGPSCRP,2025,1,94.57,0.0
MSGPSCRP,2025,2,64.26,0.0
MSGPSCRP,2025,3,64.78,0.0
MSGPSCRP,2025,4,132.84,2.95
MSGPSCRP,2026,1,75.3,0.99
MSGRCSHZ,2025,2,23.66,0.0
MSGRCSHZ,2025,3,25.0,0.0
MSGRCSHZ,2025,4,22.02,0.0
MSGRCSHZ,2026,1,17.65,0.0
MSGRCSHZ,2026,2,16.0,0.0
MSGRCSHZ,2026,3,15.83,0.0
MSGRIMGS,2023,1,4.0,0.0
MSGROW25,2025,2,286.43,11.91
MSGROW25,2025,3,223.82,12.0
MSGROW25,2025,4,172.14,9.38
MSGROW25,2026,1,103.33,8.0
MSGROW25,2026,2,4.0,0.0
MSGRW001,2024,2,184.73,4.0
MSGRW001,2024,3,199.17,2.65
MSGRW001,2024,4,215.91,3.3
MSGRW001,2025,1,158.23,7.52
MSGXBOX1,2023,2,162.49,11.0
MSGXBOX1,2023,3,190.24,11.0
MSGXBOX1,2023,4,153.18,13.63
MSGXBOX1,2024,1,141.69,13.47
MSGXCOMM,2023,2,1.3,0.0
MSGXCOMM,2023,3,4.0,0.0
MSGXCOMM,2023,4,4.0,0.0
MSGXCOMM,2024,1,4.0,0.0
MSGXCOMM,2024,2,4.0,0.0
MSGXCOMM,2024,3,3.52,0.0
MSGXCOMM,2024,4,4.0,0.0
MSGXCOMM,2025,1,4.0,0.0
MSGXCOMM,2025,2,4.0,0.0
MSGXCOMM,2025,3,2.65,0.0
MSHB1PST,2022,4,2.07,0.0
MSHB1PST,2023,1,6.69,0.0
MSHB1PST,2023,2,14.72,0.0
MSHB1PST,2023,3,10.17,0.0
MSHB1PST,2023,4,9.42,0.0
MSHB1PST,2024,1,7.51,0.0
MSHB1PST,2024,2,8.83,0.0
MSHB1PST,2024,3,7.7,0.0
MSHB1PST,2024,4,9.53,0.0
MSHB1PST,2025,1,4.0,0.0
MSHB1PST,2025,2,0.78,0.0
MSHB1PST,2025,3,2.0,0.0
MSHB1PST,2025,4,2.0,0.0
MSHB1PST,2026,1,2.0,0.0
MSHCHZ,2023,2,2.72,0.0
MSHCHZ,2023,3,49.92,2.84
MSHCHZ,2023,4,34.48,4.5
MSHDIPNZ,2022,1,41.07,0.0
MSHRABAP,2022,1,2.64,0.0
MSHRC402,2022,1,16.0,4.0
MSHRC403,2022,2,19.74,4.0
MSHRC403,2022,3,26.66,4.0
MSHRC403,2022,4,36.27,4.0
MSHRC403,2023,1,34.42,1.32
MSHRECC4,2022,2,8.0,0.0
MSHRECC4,2022,3,8.0,0.0
MSHRECC4,2022,4,6.84,0.0
MSHRECC4,2023,1,8.0,0.0
MSHRECST,2022,1,8.0,0.0
MSHRGH31,2023,2,10.13,0.0
MSHRGH31,2023,3,32.0,0.0
MSHRGH31,2023,4,10.85,0.0
MSHRLPP1,2022,1,18.68,0.0
MSHRMSTP,2023,2,6.96,0.0
MSHRMSTP,2023,3,8.0,0.0
MSHRMSTP,2023,4,8.0,0.0
MSHRMSTP,2024,1,3.34,0.0
MSHUBSTP,2024,2,2.28,0.0
MSHUBSTP,2024,3,7.0,0.0
MSHUBSTP,2024,4,7.0,0.0
MSHUBSTP,2025,1,7.0,0.0
MSHYCLQA,2023,2,0.04,0.0
MSIADEST,2022,1,52.32,0.0
MSIAUCST,2022,1,42.9,0.0
MSIBL2ST,2022,1,1.32,1.32
MSIBPMST,2022,1,4.88,3.12
MSIBPMST,2022,2,0.43,0.43
MSIBS301,2022,1,10.73,0.0
MSICLOST,2022,1,40.0,0.0
MSICM401,2022,1,16.92,0.0
MSICPAST,2022,1,85.77,1.0
MSIDCY20,2022,1,16.0,0.0
MSIDCY22,2022,2,15.43,0.0
MSIDCY22,2022,3,12.0,0.0
MSIDCY22,2022,4,6.76,0.0
MSIDCY22,2023,1,1.58,0.0
MSIDDTPM,2023,3,2.91,0.0
MSIDDTPM,2023,4,1.87,0.0
MSIDDTPM,2024,1,1.63,0.0
MSIDEIST,2022,1,40.26,0.0
MSIDEXST,2022,1,44.79,2.51
MSIDMAST,2022,1,33.47,2.73
MSIDOSST,2022,1,60.52,1.81
MSIDWSCM,2022,1,1.32,0.0
MSIGCMST,2022,1,46.05,1.68
MSIGDSTP,2022,1,8.0,0.0
MSIGDSTP,2022,2,8.0,0.0
MSIGDSTP,2022,3,8.0,0.0
MSIGDSTP,2022,4,8.0,0.0
MSIGDSTP,2023,1,2.99,0.0
MSIGPNST,2022,1,29.4,0.0
MSIGPOST,2022,1,59.57,0.0
MSIIVSBN,2022,2,0.26,0.0
MSIL2SST,2022,1,61.21,4.67
MSINC401,2022,1,38.73,1.41
MSINC401,2022,2,178.26,4.0
MSINC401,2022,3,177.0,0.09
MSINC401,2022,4,172.38,4.98
MSINC401,2023,1,202.49,11.98
MSINCENT,2022,1,62.51,4.0
MSINCENT,2022,2,0.07,0.0
MSINDTPM,2022,1,0.66,0.0
MSINDTPM,2022,2,4.0,0.0
MSINDTPM,2022,3,4.0,0.0
MSINDTPM,2022,4,4.0,0.0
MSINDTPM,2023,1,4.0,0.0
MSINDTPM,2023,2,4.0,0.0
MSINDTPM,2023,3,1.09,0.0
MSINIVSB,2022,1,4.0,0.0
MSIOPSST,2022,1,83.7,0.0
MSIOSPZ1,2022,1,5.14,1.32
MSIOTHS2,2022,2,156.58,10.7
MSIOTHS2,2022,3,103.19,7.63
MSIOTHS2,2022,4,108.74,8.0
MSIOTHS2,2023,1,107.63,8.0
MSIOTHS2,2023,2,110.4,8.0
MSIOTHS2,2023,3,101.27,8.0
MSIOTHS2,2023,4,96.09,8.0
MSIOTHS2,2024,1,96.67,8.0
MSIOTOVS,2022,2,102.89,5.0
MSIOTOVS,2022,3,145.25,7.72
MSIOTOVS,2022,4,150.31,7.0
MSIOTOVS,2023,1,151.45,8.08
MSIOTOVS,2023,2,174.56,13.95
MSIOTOVS,2023,3,193.26,13.14
MSIOTOVS,2023,4,204.97,13.41
MSIOTOVS,2024,1,205.49,12.07
MSIPCNST,2022,1,6.49,0.31
MSIPDCEH,2022,1,143.42,11.01
MSIPDCEH,2022,2,143.16,10.0
MSIPDCEH,2022,3,138.74,10.0
MSIPDCEH,2022,4,155.43,11.91
MSIPDCEH,2023,1,139.65,12.0
MSIPGHSZ,2022,1,11.0,0.0
MSIPSRST,2022,1,60.31,7.34
MSIRHSTP,2024,2,66.69,7.29
MSIRHSTP,2024,3,111.61,9.45
MSIRHSTP,2024,4,104.6,9.19
MSIRHSTP,2025,1,100.48,7.69
MSIRHSTP,2025,2,81.97,7.51
MSIRHSTP,2025,3,110.02,15.38
MSIRHSTP,2025,4,111.24,12.71
MSIRHSTP,2026,1,91.54,8.0
MSIROBST,2022,1,35.64,7.0
MSISCOST,2022,1,100.67,8.22
MSISDBST,2022,1,61.32,0.0
MSISUSST,2022,1,35.35,3.12
MSIUADST,2022,1,61.01,0.0
MSIUPRST,2022,1,68.46,6.68
MSKALIVY,2025,3,0.65,0.0
MSKALIVY,2025,4,4.0,0.0
MSKALIVY,2026,1,4.0,0.0
MSKALKEN,2025,1,1.58,0.0
MSKALKEN,2025,2,3.61,0.0
MSKALKEN,2025,3,3.57,0.0
MSKALKEN,2025,4,4.0,0.0
MSKMSTP,2022,1,44.54,3.16
MSKSDEIH,2025,2,26.63,0.0
MSKSDEIH,2025,3,27.0,0.0
MSKSDEIH,2025,4,68.84,0.0
MSKSDEIH,2026,1,22.7,0.0
MSL2OIQ1,2025,2,144.7,8.0
MSL2OIQ1,2025,3,169.96,9.45
MSL2OIQ1,2025,4,162.91,15.66
MSL2OIQ1,2026,1,90.65,10.64
MSL2OIQ1,2026,2,53.7,5.35
MSL2OIQ1,2026,3,7.91,0.0
MSL2OIV1,2023,2,100.01,8.0
MSL2OIV1,2023,3,100.91,8.0
MSL2OIV1,2023,4,74.82,8.0
MSL2OIV1,2024,1,79.2,8.0
MSL2OIV1,2024,2,80.0,8.0
MSL2OIV1,2024,3,122.14,8.0
MSL2OIV1,2024,4,149.23,8.0
MSL2OIV1,2025,1,128.7,8.0
MSLANDH5,2022,1,59.56,0.0
MSLANDH5,2022,2,15.84,0.0
MSLEAPSZ,2025,1,112.45,0.0
MSLEARTP,2024,1,87.14,3.86
MSLEARTP,2024,2,154.09,9.65
MSLEARTP,2024,3,139.87,8.0
MSLEARTP,2024,4,132.9,8.0
MSLEARTP,2025,1,112.8,8.0
MSLEEPMZ,2025,3,5.33,0.0
MSLEEPMZ,2025,4,6.0,0.0
MSLEEPMZ,2026,1,6.0,0.0
MSLEEPSZ,2025,2,172.03,6.98
MSLEEPSZ,2025,3,153.93,7.29
MSLEEPSZ,2025,4,164.23,5.69
MSLEEPSZ,2026,1,153.85,6.82
MSLEEPSZ,2026,2,109.3,3.0
MSLEEPSZ,2026,3,90.7,2.97
MSLEP402,2023,1,6.51,0.0
MSLEP402,2023,2,27.91,0.0
MSLEP402,2023,3,16.3,0.0
MSLEP402,2023,4,7.42,0.0
MSLEP402,2024,1,6.77,0.0
MSLEP701,2022,2,4.0,0.0
MSLEP701,2022,3,4.0,0.0
MSLEP701,2022,4,5.11,0.0
MSLEP701,2023,1,9.36,0.0
MSLEP704,2024,2,10.7,3.0
MSLEP704,2024,3,8.0,3.0
MSLEP704,2024,4,8.0,3.0
MSLEP704,2025,1,8.0,3.0
MSLEPBLD,2025,2,12.0,0.0
MSLEPBLD,2025,3,9.91,0.0
MSLEPBLD,2025,4,11.38,0.31
MSLEPBLD,2026,1,6.68,0.0
MSLGPOST,2022,2,51.88,3.32
MSLGPOST,2022,3,88.15,5.46
MSLGPOST,2022,4,52.69,1.38
MSLGPOST,2023,1,60.11,0.0
MSLIBH31,2025,2,14.39,0.66
MSLIBH31,2025,3,21.45,2.01
MSLIBH31,2025,4,17.77,4.66
MSLINH31,2025,4,0.71,0.0
MSLLEH51,2023,2,44.35,4.0
MSLLEH51,2023,3,34.65,1.35
MSLLEH51,2023,4,19.78,0.0
MSLLEH51,2024,1,20.4,0.0
MSLPDSTP,2025,2,121.65,4.0
MSLPDSTP,2025,3,153.28,5.99
MSLPDSTP,2025,4,174.1,7.0
MSLPDSTP,2026,1,145.88,7.0
MSLPDSTP,2026,2,111.0,0.0
MSLPDSTP,2026,3,102.18,0.0
MSLPDSTP,2026,4,28.0,0.0
MSLQMHST,2024,1,12.0,0.0
MSLQMHST,2024,2,90.35,0.0
MSLQMHST,2024,3,98.74,4.9
MSLQMHST,2024,4,103.12,7.0
MSLQMHST,2025,1,95.52,3.97
MSLQMHST,2025,2,101.96,3.0
MSLQMHST,2025,3,93.35,3.0
MSLQMHST,2025,4,99.24,3.0
MSLQMHST,2026,1,86.24,3.0
MSLQMHST,2026,2,70.7,3.0
MSLQMHST,2026,3,4.0,0.0
MSLQSHZ1,2023,3,140.96,10.0
MSLQSHZ1,2023,4,133.98,10.47
MSLQSHZ1,2024,1,120.99,10.67
MSLRPSZ,2024,4,2.55,0.0
MSLXPZQ1,2022,1,166.8,6.0
MSLXPZQ1,2022,2,166.47,7.12
MSM12H31,2025,4,5.51,0.0
MSM365H3,2024,2,129.26,11.96
MSM365H3,2024,3,145.44,14.65
MSM365H3,2024,4,141.31,14.64
MSM365H3,2025,1,152.62,9.63
MSMAAET,2023,2,53.09,0.0
MSMAAET,2023,3,37.29,0.0
MSMAAET,2023,4,16.1,0.0
MSMACOMT,2023,2,35.84,0.0
MSMACOMT,2023,3,27.48,3.74
MSMACOMT,2023,4,13.47,2.49
MSMADEST,2022,2,55.82,0.0
MSMADEST,2022,3,50.7,0.0
MSMADEST,2022,4,71.37,0.0
MSMADEST,2023,1,85.82,0.0
MSMADET,2023,2,140.12,8.01
MSMADET,2023,3,84.62,3.45
MSMADET,2023,4,12.59,0.0
MSMAFYST,2023,2,53.85,7.5
MSMAGPOT,2023,2,37.57,0.0
MSMAGPOT,2023,3,52.49,0.0
MSMAGPOT,2023,4,24.66,0.0
MSMAIATU,2022,4,11.77,0.0
MSMAIATU,2023,1,18.32,0.0
MSMAIPLS,2022,4,11.47,0.0
MSMAIPLS,2023,1,21.41,0.0
MSMAL2ST,2023,2,65.63,6.0
MSMAL2ST,2023,3,47.0,2.02
MSMAL2ST,2023,4,4.62,0.0
