fiscal_year,quarter,master_project_code,role_category,employee_count,total_employees,percentage
2022,1,MSESZSA4,Others,2,2,100.0
2022,1,MSFIADTP,Consulting,2,54,3.7
2022,1,MSFIADTP,Management,9,54,16.67
2022,1,MSFIADTP,Others,5,54,9.26
2022,1,MSFIADTP,Technology,38,54,70.37
2022,1,MSFMV401,Others,1,1,100.0
2022,1,MSFNOHU2,Consulting,4,4,100.0
2022,1,MSFNOHU3,Business,4,21,19.05
2022,1,MSFNOHU3,Consulting,10,21,47.62
2022,1,MSFNOHU3,Others,1,21,4.76
2022,1,MSFNOHU3,Technology,6,21,28.57
2022,1,MSFNOMU1,Business,1,5,20.0
2022,1,MSFNOMU1,Consulting,4,5,80.0
2022,1,MSFNOPU1,Consulting,2,3,66.67
2022,1,MSFNOPU1,Technology,1,3,33.33
2022,1,MSFNOSTP,Consulting,4,7,57.14
2022,1,MSFNOSTP,Technology,3,7,42.86
2022,1,MSFNOTV2,Business,2,14,14.29
2022,1,MSFNOTV2,Consulting,3,14,21.43
2022,1,MSFNOTV2,Others,2,14,14.29
2022,1,MSFNOTV2,Technology,7,14,50.0
2022,1,MSFSTRST,Business,5,30,16.67
2022,1,MSFSTRST,Consulting,3,30,10.0
2022,1,MSFSTRST,Others,3,30,10.0
2022,1,MSFSTRST,Technology,19,30,63.33
2022,1,MSFTTRIG,Management,2,18,11.11
2022,1,MSFTTRIG,Others,15,18,83.33
2022,1,MSFTTRIG,Technology,1,18,5.56
2022,1,MSGDBDSC,Others,1,1,100.0
2022,1,MSGDBDST,Management,1,3,33.33
2022,1,MSGDBDST,Others,1,3,33.33
2022,1,MSGDBDST,Technology,1,3,33.33
2022,1,MSGDCDCN,Technology,2,2,100.0
2022,1,MSGDSCM2,Consulting,1,1,100.0
2022,1,MSGDTASM,Consulting,1,1,100.0
2022,1,MSGDUS2D,Business,1,64,1.56
2022,1,MSGDUS2D,Consulting,18,64,28.13
2022,1,MSGDUS2D,Management,2,64,3.13
2022,1,MSGDUS2D,Others,1,64,1.56
2022,1,MSGDUS2D,Technology,42,64,65.63
2022,1,MSGDUS3D,Business,1,56,1.79
2022,1,MSGDUS3D,Consulting,15,56,26.79
2022,1,MSGDUS3D,Management,2,56,3.57
2022,1,MSGDUS3D,Others,1,56,1.79
2022,1,MSGDUS3D,Technology,37,56,66.07
2022,1,MSGDVRTU,Consulting,1,6,16.67
2022,1,MSGDVRTU,Others,2,6,33.33
2022,1,MSGDVRTU,Technology,3,6,50.0
2022,1,MSGIVSSM,Technology,1,1,100.0
2022,1,MSGMXBOX,Consulting,1,38,2.63
2022,1,MSGMXBOX,Management,4,38,10.53
2022,1,MSGMXBOX,Others,1,38,2.63
2022,1,MSGMXBOX,Technology,32,38,84.21
2022,1,MSHDIPNZ,Technology,13,13,100.0
2022,1,MSHRABAP,Others,1,1,100.0
2022,1,MSHRC402,Consulting,3,4,75.0
2022,1,MSHRC402,Management,1,4,25.0
2022,1,MSHRECST,Consulting,1,2,50.0
2022,1,MSHRECST,Others,1,2,50.0
2022,1,MSHRLPP1,Consulting,1,3,33.33
2022,1,MSHRLPP1,Others,1,3,33.33
2022,1,MSHRLPP1,Technology,1,3,33.33
2022,1,MSIADEST,Management,1,13,7.69
2022,1,MSIADEST,Technology,12,13,92.31
2022,1,MSIAUCST,Consulting,5,12,41.67
2022,1,MSIAUCST,Technology,7,12,58.33
2022,1,MSIBL2ST,Management,1,1,100.0
2022,1,MSIBPMST,Management,1,2,50.0
2022,1,MSIBPMST,Technology,1,2,50.0
2022,1,MSIBS301,Consulting,1,3,33.33
2022,1,MSIBS301,Technology,2,3,66.67
2022,1,MSICLOST,Consulting,1,8,12.5
2022,1,MSICLOST,Technology,7,8,87.5
2022,1,MSICM401,Others,1,2,50.0
2022,1,MSICM401,Technology,1,2,50.0
2022,1,MSICPAST,Management,1,28,3.57
2022,1,MSICPAST,Others,2,28,7.14
2022,1,MSICPAST,Technology,25,28,89.29
2022,1,MSIDCY20,Technology,3,3,100.0
2022,1,MSIDEIST,Technology,14,14,100.0
2022,1,MSIDEXST,Consulting,1,13,7.69
2022,1,MSIDEXST,Management,1,13,7.69
2022,1,MSIDEXST,Technology,11,13,84.62
2022,1,MSIDMAST,Business,1,11,9.09
2022,1,MSIDMAST,Management,1,11,9.09
2022,1,MSIDMAST,Technology,9,11,81.82
2022,1,MSIDOSST,Business,1,17,5.88
2022,1,MSIDOSST,Management,1,17,5.88
2022,1,MSIDOSST,Technology,15,17,88.24
2022,1,MSIDWSCM,Consulting,1,1,100.0
2022,1,MSIGCMST,Business,1,15,6.67
2022,1,MSIGCMST,Management,2,15,13.33
2022,1,MSIGCMST,Technology,12,15,80.0
2022,1,MSIGDSTP,Technology,1,1,100.0
2022,1,MSIGPNST,Technology,10,10,100.0
2022,1,MSIGPOST,Consulting,1,14,7.14
2022,1,MSIGPOST,Others,1,14,7.14
2022,1,MSIGPOST,Technology,12,14,85.71
2022,1,MSIL2SST,Business,1,20,5.0
2022,1,MSIL2SST,Management,2,20,10.0
2022,1,MSIL2SST,Technology,17,20,85.0
2022,1,MSINC401,Business,1,7,14.29
2022,1,MSINC401,Consulting,1,7,14.29
2022,1,MSINC401,Management,1,7,14.29
2022,1,MSINC401,Others,1,7,14.29
2022,1,MSINC401,Technology,3,7,42.86
2022,1,MSINCENT,Consulting,4,17,23.53
2022,1,MSINCENT,Management,1,17,5.88
2022,1,MSINCENT,Others,1,17,5.88
2022,1,MSINCENT,Technology,11,17,64.71
2022,1,MSINDTPM,Business,1,2,50.0
2022,1,MSINDTPM,Technology,1,2,50.0
2022,1,MSINIVSB,Consulting,1,1,100.0
2022,1,MSIOPSST,Others,1,22,4.55
2022,1,MSIOPSST,Technology,21,22,95.45
2022,1,MSIOSPZ1,Management,1,2,50.0
2022,1,MSIOSPZ1,Technology,1,2,50.0
2022,1,MSIPCNST,Business,1,6,16.67
2022,1,MSIPCNST,Management,1,6,16.67
2022,1,MSIPCNST,Technology,4,6,66.67
2022,1,MSIPDCEH,Business,1,39,2.56
2022,1,MSIPDCEH,Consulting,8,39,20.51
2022,1,MSIPDCEH,Management,4,39,10.26
2022,1,MSIPDCEH,Technology,26,39,66.67
2022,1,MSIPGHSZ,Technology,2,2,100.0
2022,1,MSIPSRST,Business,2,18,11.11
2022,1,MSIPSRST,Consulting,1,18,5.56
2022,1,MSIPSRST,Management,3,18,16.67
2022,1,MSIPSRST,Others,1,18,5.56
2022,1,MSIPSRST,Technology,11,18,61.11
2022,1,MSIROBST,Management,2,10,20.0
2022,1,MSIROBST,Technology,8,10,80.0
2022,1,MSISCOST,Business,1,27,3.7
2022,1,MSISCOST,Management,3,27,11.11
2022,1,MSISCOST,Others,1,27,3.7
2022,1,MSISCOST,Technology,22,27,81.48
2022,1,MSISDBST,Business,1,16,6.25
2022,1,MSISDBST,Consulting,1,16,6.25
2022,1,MSISDBST,Others,1,16,6.25
2022,1,MSISDBST,Technology,13,16,81.25
2022,1,MSISUSST,Consulting,1,13,7.69
2022,1,MSISUSST,Management,1,13,7.69
2022,1,MSISUSST,Technology,11,13,84.62
2022,1,MSIUADST,Consulting,1,13,7.69
2022,1,MSIUADST,Technology,12,13,92.31
2022,1,MSIUPRST,Consulting,2,17,11.76
2022,1,MSIUPRST,Management,2,17,11.76
2022,1,MSIUPRST,Technology,13,17,76.47
2022,1,MSKMSTP,Management,1,17,5.88
2022,1,MSKMSTP,Others,3,17,17.65
2022,1,MSKMSTP,Technology,13,17,76.47
2022,1,MSLANDH5,Business,4,22,18.18
2022,1,MSLANDH5,Consulting,12,22,54.55
2022,1,MSLANDH5,Others,1,22,4.55
2022,1,MSLANDH5,Technology,5,22,22.73
2022,1,MSLXPZQ1,Business,2,38,5.26
2022,1,MSLXPZQ1,Consulting,2,38,5.26
2022,1,MSLXPZQ1,Management,3,38,7.89
2022,1,MSLXPZQ1,Others,2,38,5.26
2022,1,MSLXPZQ1,Technology,29,38,76.32
2022,1,MSMBO402,Consulting,2,8,25.0
2022,1,MSMBO402,Others,2,8,25.0
2022,1,MSMBO402,Technology,4,8,50.0
2022,1,MSMDGFNC,Business,2,5,40.0
2022,1,MSMDGFNC,Consulting,2,5,40.0
2022,1,MSMDGFNC,Others,1,5,20.0
2022,1,MSMDGTCH,Others,1,1,100.0
2022,1,MSMDSCH4,Business,2,15,13.33
2022,1,MSMDSCH4,Consulting,4,15,26.67
2022,1,MSMDSCH4,Management,3,15,20.0
2022,1,MSMDSCH4,Others,1,15,6.67
2022,1,MSMDSCH4,Technology,5,15,33.33
2022,1,MSMMD901,Technology,5,5,100.0
2022,1,MSO365S2,Business,1,33,3.03
2022,1,MSO365S2,Consulting,2,33,6.06
2022,1,MSO365S2,Management,1,33,3.03
2022,1,MSO365S2,Others,3,33,9.09
2022,1,MSO365S2,Technology,26,33,78.79
2022,1,MSOAP801,Consulting,1,8,12.5
2022,1,MSOAP801,Management,1,8,12.5
2022,1,MSOAP801,Others,2,8,25.0
2022,1,MSOAP801,Technology,4,8,50.0
2022,1,MSOFTCSZ,Business,1,3,33.33
2022,1,MSOFTCSZ,Consulting,2,3,66.67
2022,1,MSORUS2D,Business,2,72,2.78
2022,1,MSORUS2D,Consulting,3,72,4.17
2022,1,MSORUS2D,Management,6,72,8.33
2022,1,MSORUS2D,Others,4,72,5.56
2022,1,MSORUS2D,Technology,57,72,79.17
2022,1,MSPECOST,Business,11,145,7.59
2022,1,MSPECOST,Consulting,17,145,11.72
2022,1,MSPECOST,Management,11,145,7.59
2022,1,MSPECOST,Others,4,145,2.76
2022,1,MSPECOST,Technology,102,145,70.34
2022,1,MSPFXCAY,Business,1,30,3.33
2022,1,MSPFXCAY,Consulting,1,30,3.33
2022,1,MSPFXCAY,Management,3,30,10.0
2022,1,MSPFXCAY,Technology,25,30,83.33
2022,1,MSPFXL2O,Consulting,2,70,2.86
2022,1,MSPFXL2O,Management,6,70,8.57
2022,1,MSPFXL2O,Others,13,70,18.57
2022,1,MSPFXL2O,Technology,49,70,70.0
2022,1,MSPFXPC1,Consulting,4,44,9.09
2022,1,MSPFXPC1,Management,4,44,9.09
2022,1,MSPFXPC1,Others,6,44,13.64
2022,1,MSPFXPC1,Technology,30,44,68.18
2022,1,MSPFXPI1,Business,2,44,4.55
2022,1,MSPFXPI1,Consulting,2,44,4.55
2022,1,MSPFXPI1,Management,4,44,9.09
2022,1,MSPFXPI1,Others,2,44,4.55
2022,1,MSPFXPI1,Technology,34,44,77.27
2022,1,MSPINPM1,Others,1,1,100.0
2022,1,MSPINSTP,Business,4,27,14.81
2022,1,MSPINSTP,Consulting,10,27,37.04
2022,1,MSPINSTP,Others,6,27,22.22
2022,1,MSPINSTP,Technology,7,27,25.93
2022,1,MSPMSEWB,Business,1,3,33.33
2022,1,MSPMSEWB,Consulting,2,3,66.67
2022,1,MSPRDMCT,Business,1,18,5.56
2022,1,MSPRDMCT,Consulting,3,18,16.67
2022,1,MSPRDMCT,Management,3,18,16.67
2022,1,MSPRDMCT,Technology,11,18,61.11
2022,1,MSPRESEZ,Business,2,35,5.71
2022,1,MSPRESEZ,Consulting,7,35,20.0
2022,1,MSPRESEZ,Management,3,35,8.57
2022,1,MSPRESEZ,Technology,23,35,65.71
2022,1,MSPSCPM1,Others,1,1,100.0
2022,1,MSPSESST,Consulting,1,54,1.85
2022,1,MSPSESST,Management,2,54,3.7
2022,1,MSPSESST,Others,2,54,3.7
2022,1,MSPSESST,Technology,49,54,90.74
2022,1,MSRESPZ1,Business,1,10,10.0
2022,1,MSRESPZ1,Consulting,3,10,30.0
2022,1,MSRESPZ1,Management,1,10,10.0
2022,1,MSRESPZ1,Technology,5,10,50.0
2022,1,MSRJ1STP,Others,1,5,20.0
2022,1,MSRJ1STP,Technology,4,5,80.0
2022,1,MSRMCAB1,Consulting,1,2,50.0
2022,1,MSRMCAB1,Others,1,2,50.0
2022,1,MSRMCAR2,Consulting,2,3,66.67
2022,1,MSRMCAR2,Others,1,3,33.33
2022,1,MSSAPSC1,Consulting,2,4,50.0
2022,1,MSSAPSC1,Others,1,4,25.0
2022,1,MSSAPSC1,Technology,1,4,25.0
2022,1,MSSCNJZ1,Technology,1,1,100.0
2022,1,MSSCUS2D,Consulting,1,31,3.23
2022,1,MSSCUS2D,Management,1,31,3.23
2022,1,MSSCUS2D,Others,4,31,12.9
2022,1,MSSCUS2D,Technology,25,31,80.65
2022,1,MSSCUS3D,Business,1,18,5.56
2022,1,MSSCUS3D,Consulting,4,18,22.22
2022,1,MSSCUS3D,Management,2,18,11.11
2022,1,MSSCUS3D,Others,2,18,11.11
2022,1,MSSCUS3D,Technology,9,18,50.0
2022,1,MSSCUS4D,Management,3,22,13.64
2022,1,MSSCUS4D,Others,5,22,22.73
2022,1,MSSCUS4D,Technology,14,22,63.64
2022,1,MSSDO401,Others,1,1,100.0
2022,1,MSSEEHTP,Consulting,8,32,25.0
2022,1,MSSEEHTP,Management,3,32,9.38
2022,1,MSSEEHTP,Others,3,32,9.38
2022,1,MSSEEHTP,Technology,18,32,56.25
2022,1,MSSIFEST,Consulting,1,47,2.13
2022,1,MSSIFEST,Technology,46,47,97.87
2022,1,MSSIRUST,Consulting,9,101,8.91
2022,1,MSSIRUST,Management,15,101,14.85
2022,1,MSSIRUST,Others,4,101,3.96
2022,1,MSSIRUST,Technology,73,101,72.28
2022,1,MSSMIPST,Business,2,8,25.0
2022,1,MSSMIPST,Consulting,3,8,37.5
2022,1,MSSMIPST,Management,1,8,12.5
2022,1,MSSMIPST,Technology,2,8,25.0
2022,1,MSSRDPZ6,Technology,2,2,100.0
2022,1,MSSUR301,Consulting,1,5,20.0
2022,1,MSSUR301,Management,1,5,20.0
2022,1,MSSUR301,Others,1,5,20.0
2022,1,MSSUR301,Technology,2,5,40.0
2022,1,MSSWWISZ,Technology,3,3,100.0
2022,1,MSTAXHZ1,Technology,2,2,100.0
2022,1,MSTWLQPC,Consulting,1,29,3.45
2022,1,MSTWLQPC,Management,4,29,13.79
2022,1,MSTWLQPC,Technology,24,29,82.76
2022,1,MSVEL401,Others,1,1,100.0
2022,1,MSWAMMT2,Technology,3,3,100.0
2022,1,MSWAMMT3,Consulting,2,6,33.33
2022,1,MSWAMMT3,Others,2,6,33.33
2022,1,MSWAMMT3,Technology,2,6,33.33
2022,1,MSWAMSP1,Business,1,68,1.47
2022,1,MSWAMSP1,Consulting,10,68,14.71
2022,1,MSWAMSP1,Management,6,68,8.82
2022,1,MSWAMSP1,Others,4,68,5.88
2022,1,MSWAMSP1,Technology,47,68,69.12
2022,1,MSWDCPZ1,Consulting,2,4,50.0
2022,1,MSWDCPZ1,Technology,2,4,50.0
2022,1,MSWPL101,Management,1,4,25.0
2022,1,MSWPL101,Others,1,4,25.0
2022,1,MSWPL101,Technology,2,4,50.0
2022,1,NE830HST,Business,1,37,2.7
2022,1,NE830HST,Consulting,4,37,10.81
2022,1,NE830HST,Management,6,37,16.22
2022,1,NE830HST,Others,2,37,5.41
2022,1,NE830HST,Technology,24,37,64.86
2022,1,NEE648SZ,Consulting,2,6,33.33
2022,1,NEE648SZ,Management,2,6,33.33
2022,1,NEE648SZ,Technology,2,6,33.33
2022,1,NEE717ST,Technology,3,3,100.0
2022,1,NEE736SZ,Management,1,1,100.0
2022,1,NEE779HT,Management,1,10,10.0
2022,1,NEE779HT,Others,4,10,40.0
2022,1,NEE779HT,Technology,5,10,50.0
2022,1,NEE796ST,Management,1,3,33.33
2022,1,NEE796ST,Technology,2,3,66.67
2022,1,NEE802ST,Business,1,26,3.85
2022,1,NEE802ST,Consulting,1,26,3.85
2022,1,NEE802ST,Management,2,26,7.69
2022,1,NEE802ST,Others,5,26,19.23
2022,1,NEE802ST,Technology,17,26,65.38
2022,1,NEE805M1,Business,1,17,5.88
2022,1,NEE805M1,Consulting,5,17,29.41
2022,1,NEE805M1,Technology,11,17,64.71
2022,1,NEE806ST,Consulting,1,13,7.69
2022,1,NEE806ST,Management,1,13,7.69
2022,1,NEE806ST,Others,1,13,7.69
2022,1,NEE806ST,Technology,10,13,76.92
2022,1,NEE807ST,Consulting,2,7,28.57
2022,1,NEE807ST,Management,1,7,14.29
2022,1,NEE807ST,Technology,4,7,57.14
2022,1,NEE808ST,Consulting,1,7,14.29
2022,1,NEE808ST,Management,1,7,14.29
2022,1,NEE808ST,Others,1,7,14.29
2022,1,NEE808ST,Technology,4,7,57.14
2022,1,NEE809ST,Consulting,3,17,17.65
2022,1,NEE809ST,Management,3,17,17.65
2022,1,NEE809ST,Others,1,17,5.88
2022,1,NEE809ST,Technology,10,17,58.82
2022,1,NEE810ST,Business,1,8,12.5
2022,1,NEE810ST,Management,2,8,25.0
2022,1,NEE810ST,Technology,5,8,62.5
2022,1,NEE811SP,Business,1,8,12.5
2022,1,NEE811SP,Others,1,8,12.5
2022,1,NEE811SP,Technology,6,8,75.0
2022,1,NEE812ST,Management,1,6,16.67
2022,1,NEE812ST,Others,1,6,16.67
2022,1,NEE812ST,Technology,4,6,66.67
2022,1,NEE813M3,Consulting,1,4,25.0
2022,1,NEE813M3,Technology,3,4,75.0
2022,1,NEE814ST,Management,1,4,25.0
2022,1,NEE814ST,Technology,3,4,75.0
2022,1,NEE815ST,Consulting,1,2,50.0
2022,1,NEE815ST,Technology,1,2,50.0
2022,1,NEE816ST,Management,1,2,50.0
2022,1,NEE816ST,Technology,1,2,50.0
2022,1,NEE817ST,Consulting,1,18,5.56
2022,1,NEE817ST,Management,2,18,11.11
2022,1,NEE817ST,Others,1,18,5.56
2022,1,NEE817ST,Technology,14,18,77.78
2022,1,NEE819ST,Consulting,1,2,50.0
2022,1,NEE819ST,Technology,1,2,50.0
2022,1,NEE822ST,Consulting,1,1,100.0
2022,1,NEE826M3,Consulting,1,6,16.67
2022,1,NEE826M3,Technology,5,6,83.33
2022,1,NEE827ST,Consulting,1,6,16.67
2022,1,NEE827ST,Management,1,6,16.67
2022,1,NEE827ST,Technology,4,6,66.67
2022,1,NEE828ST,Technology,2,2,100.0
2022,1,NEE829ST,Management,3,20,15.0
2022,1,NEE829ST,Others,1,20,5.0
2022,1,NEE829ST,Technology,16,20,80.0
2022,1,NEE830MX,Technology,4,4,100.0
2022,1,NEE832SZ,Management,1,2,50.0
2022,1,NEE832SZ,Technology,1,2,50.0
2022,1,NEE834CZ,Consulting,1,1,100.0
2022,1,NEE835CZ,Consulting,1,1,100.0
2022,1,NEE836ST,Technology,1,1,100.0
2022,1,NEE837PA,Technology,1,1,100.0
2022,1,NEE838AT,Technology,1,1,100.0
2022,1,NEE839MX,Management,2,6,33.33
2022,1,NEE839MX,Technology,4,6,66.67
2022,1,NEE840ST,Business,1,2,50.0
2022,1,NEE840ST,Technology,1,2,50.0
2022,1,NEE843MX,Technology,1,1,100.0
2022,1,NEE844ST,Technology,1,1,100.0
2022,1,NEE846MX,Business,1,5,20.0
2022,1,NEE846MX,Consulting,1,5,20.0
2022,1,NEE846MX,Technology,3,5,60.0
2022,1,NEE847AT,Others,1,1,100.0
2022,1,NEE848HT,Consulting,1,4,25.0
2022,1,NEE848HT,Management,1,4,25.0
2022,1,NEE848HT,Others,1,4,25.0
2022,1,NEE848HT,Technology,1,4,25.0
2022,1,NEE850AZ,Business,1,10,10.0
2022,1,NEE850AZ,Consulting,1,10,10.0
2022,1,NEE850AZ,Management,2,10,20.0
2022,1,NEE850AZ,Technology,6,10,60.0
2022,1,NEE851MX,Technology,1,1,100.0
2022,1,NEE853AZ,Management,1,3,33.33
2022,1,NEE853AZ,Technology,2,3,66.67
2022,1,NEE854MX,Management,1,5,20.0
2022,1,NEE854MX,Technology,4,5,80.0
2022,1,NEE855AT,Consulting,1,2,50.0
2022,1,NEE855AT,Others,1,2,50.0
2022,1,NEE857AT,Others,1,1,100.0
2022,1,NEE858Z1,Management,2,9,22.22
2022,1,NEE858Z1,Others,1,9,11.11
2022,1,NEE858Z1,Technology,6,9,66.67
2022,1,NEE859MX,Management,1,2,50.0
2022,1,NEE859MX,Technology,1,2,50.0
2022,1,NEE860ST,Consulting,3,11,27.27
2022,1,NEE860ST,Technology,8,11,72.73
2022,1,NEE862H1,Consulting,1,1,100.0
2022,1,NEE863AZ,Technology,1,1,100.0
2022,1,NEE863H1,Technology,1,1,100.0
2022,1,NEE864HT,Management,1,4,25.0
2022,1,NEE864HT,Technology,3,4,75.0
2022,1,NEE866S1,Consulting,1,1,100.0
2022,1,NEE867HT,Others,1,1,100.0
2022,1,NEE868HT,Technology,8,8,100.0
2022,1,NEE868MO,Technology,1,1,100.0
2022,1,NEE871H1,Management,2,4,50.0
2022,1,NEE871H1,Technology,2,4,50.0
2022,1,NEE872HT,Consulting,1,10,10.0
2022,1,NEE872HT,Others,3,10,30.0
2022,1,NEE872HT,Technology,6,10,60.0
2022,1,NEE873H1,Technology,5,5,100.0
2022,1,NEE874H1,Technology,1,1,100.0
2022,1,NEE876SZ,Technology,2,2,100.0
2022,1,NEE877BT,Management,1,4,25.0
2022,1,NEE877BT,Technology,3,4,75.0
2022,1,NEE878HT,Technology,16,16,100.0
2022,1,NEE880DB,Business,1,13,7.69
2022,1,NEE880DB,Consulting,2,13,15.38
2022,1,NEE880DB,Others,2,13,15.38
2022,1,NEE880DB,Technology,8,13,61.54
2022,1,NEE901ST,Business,2,9,22.22
2022,1,NEE901ST,Others,1,9,11.11
2022,1,NEE901ST,Technology,6,9,66.67
2022,1,NEE902ST,Consulting,1,10,10.0
2022,1,NEE902ST,Management,2,10,20.0
2022,1,NEE902ST,Technology,7,10,70.0
2022,1,NEE903ST,Management,1,7,14.29
2022,1,NEE903ST,Technology,6,7,85.71
2022,1,NEE905MX,Technology,1,1,100.0
2022,1,NEE906CZ,Others,4,13,30.77
2022,1,NEE906CZ,Technology,9,13,69.23
2022,1,NEE907ST,Consulting,1,6,16.67
2022,1,NEE907ST,Others,2,6,33.33
2022,1,NEE907ST,Technology,3,6,50.0
2022,1,NEE910CZ,Others,1,2,50.0
2022,1,NEE910CZ,Technology,1,2,50.0
2022,1,NEE911ST,Technology,2,2,100.0
2022,1,NEE931MX,Management,1,3,33.33
2022,1,NEE931MX,Technology,2,3,66.67
2022,1,NEE932AT,Technology,1,1,100.0
2022,1,NEE933AT,Others,1,1,100.0
2022,1,NEE934ST,Management,1,9,11.11
2022,1,NEE934ST,Technology,8,9,88.89
2022,1,NEE935CT,Business,2,10,20.0
2022,1,NEE935CT,Consulting,4,10,40.0
2022,1,NEE935CT,Others,3,10,30.0
2022,1,NEE935CT,Technology,1,10,10.0
2022,1,NEE936MX,Consulting,1,1,100.0
2022,1,NEE937ST,Management,1,6,16.67
2022,1,NEE937ST,Technology,5,6,83.33
2022,1,NEE938AZ,Management,1,2,50.0
2022,1,NEE938AZ,Technology,1,2,50.0
2022,1,NEE939CT,Business,1,3,33.33
2022,1,NEE939CT,Consulting,2,3,66.67
2022,1,NEE940AZ,Business,1,10,10.0
2022,1,NEE940AZ,Management,1,10,10.0
2022,1,NEE940AZ,Technology,8,10,80.0
2022,1,NEE941AT,Others,1,3,33.33
2022,1,NEE941AT,Technology,2,3,66.67
2022,1,NEE942AZ,Business,1,5,20.0
2022,1,NEE942AZ,Others,1,5,20.0
2022,1,NEE942AZ,Technology,3,5,60.0
2022,1,NEE943AZ,Business,1,7,14.29
2022,1,NEE943AZ,Management,1,7,14.29
2022,1,NEE943AZ,Technology,5,7,71.43
2022,1,NEE944AT,Technology,1,1,100.0
2022,1,NEE946MX,Technology,3,3,100.0
2022,1,NEE948S1,Technology,2,2,100.0
2022,1,NEE950HZ,Management,1,3,33.33
2022,1,NEE950HZ,Technology,2,3,66.67
2022,1,NEE951AZ,Consulting,1,1,100.0
2022,1,NEE952WD,Others,1,1,100.0
2022,1,NEE953MX,Technology,1,1,100.0
2022,1,NEE954MX,Technology,1,1,100.0
2022,1,NEEHRDX,Others,1,2,50.0
2022,1,NEEHRDX,Technology,1,2,50.0
2022,1,NEEMKDXB,Technology,1,1,100.0
2022,1,NEES947I,Technology,1,1,100.0
2022,2,FPL791ST,Others,1,1,100.0
2022,2,FPL869HT,Business,1,27,3.7
2022,2,FPL869HT,Management,2,27,7.41
2022,2,FPL869HT,Others,3,27,11.11
2022,2,FPL869HT,Technology,21,27,77.78
2022,2,FPL870ST,Business,1,18,5.56
2022,2,FPL870ST,Consulting,4,18,22.22
2022,2,FPL870ST,Others,2,18,11.11
2022,2,FPL870ST,Technology,11,18,61.11
2022,2,FPL887ST,Business,1,11,9.09
2022,2,FPL887ST,Consulting,1,11,9.09
2022,2,FPL887ST,Others,2,11,18.18
2022,2,FPL887ST,Technology,7,11,63.64
2022,2,FPLADHYS,Business,8,41,19.51
2022,2,FPLADHYS,Consulting,10,41,24.39
2022,2,FPLADHYS,Others,5,41,12.2
2022,2,FPLADHYS,Technology,18,41,43.9
2022,2,FPLAMPZ3,Business,6,22,27.27
2022,2,FPLAMPZ3,Consulting,12,22,54.55
2022,2,FPLAMPZ3,Others,2,22,9.09
2022,2,FPLAMPZ3,Technology,2,22,9.09
2022,2,FPLARIOT,Consulting,2,13,15.38
2022,2,FPLARIOT,Management,1,13,7.69
2022,2,FPLARIOT,Others,1,13,7.69
2022,2,FPLARIOT,Technology,9,13,69.23
2022,2,FPLCEWIS,Consulting,1,3,33.33
2022,2,FPLCEWIS,Others,2,3,66.67
2022,2,FPLDCSTP,Management,1,5,20.0
2022,2,FPLDCSTP,Technology,4,5,80.0
2022,2,FPLDWPBR,Business,1,17,5.88
2022,2,FPLDWPBR,Consulting,1,17,5.88
2022,2,FPLDWPBR,Management,1,17,5.88
2022,2,FPLDWPBR,Others,1,17,5.88
2022,2,FPLDWPBR,Technology,13,17,76.47
2022,2,FPLFHAD,Others,1,1,100.0
2022,2,FPLGA1WD,Others,1,1,100.0
2022,2,FPLGUWD,Consulting,1,2,50.0
2022,2,FPLGUWD,Others,1,2,50.0
2022,2,FPLIOTCW,Business,1,16,6.25
2022,2,FPLIOTCW,Consulting,2,16,12.5
2022,2,FPLIOTCW,Management,1,16,6.25
2022,2,FPLIOTCW,Others,1,16,6.25
2022,2,FPLIOTCW,Technology,11,16,68.75
2022,2,FPLJIHST,Business,2,17,11.76
2022,2,FPLJIHST,Consulting,3,17,17.65
2022,2,FPLJIHST,Others,1,17,5.88
2022,2,FPLJIHST,Technology,11,17,64.71
2022,2,FPLN945,Consulting,1,9,11.11
2022,2,FPLN945,Others,1,9,11.11
2022,2,FPLN945,Technology,7,9,77.78
2022,2,FPLNEASP,Business,2,5,40.0
2022,2,FPLNEASP,Consulting,1,5,20.0
2022,2,FPLNEASP,Others,1,5,20.0
2022,2,FPLNEASP,Technology,1,5,20.0
2022,2,FPLNEESP,Consulting,5,9,55.56
2022,2,FPLNEESP,Technology,4,9,44.44
2022,2,FPLNSUB1,Others,1,1,100.0
2022,2,FPLNSUB2,Others,1,1,100.0
2022,2,FPLNSUB3,Others,1,1,100.0
2022,2,FPLONSCH,Business,1,21,4.76
2022,2,FPLONSCH,Management,2,21,9.52
2022,2,FPLONSCH,Technology,18,21,85.71
2022,2,FPLPMPH2,Consulting,4,5,80.0
2022,2,FPLPMPH2,Technology,1,5,20.0
2022,2,FPLSDXBR,Technology,3,3,100.0
2022,2,FPLSF2E1,Technology,1,1,100.0
2022,2,FPSNSSTP,Business,10,47,21.28
2022,2,FPSNSSTP,Consulting,15,47,31.91
2022,2,FPSNSSTP,Others,5,47,10.64
2022,2,FPSNSSTP,Technology,17,47,36.17
2022,2,M11102MZ,Business,1,13,7.69
2022,2,M11102MZ,Management,2,13,15.38
2022,2,M11102MZ,Others,2,13,15.38
2022,2,M11102MZ,Technology,8,13,61.54
2022,2,M11104M1,Consulting,2,5,40.0
2022,2,M11104M1,Management,1,5,20.0
